instance_id,error_code,severity_level,severity_name,subsystem_code,subsystem_name,mid,fault_category,machine,operation_code,run_id,title,primary_param,primary_param_name,primary_param_unit,primary_value,normal_min,normal_max,critical_min,critical_max,all_pvalues_json,recommended_action,related_codes,real_x_rms,real_y_rms,real_z_rms,real_crest,real_kurtosis,source,complaint_case_id
107,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP08,M02_Aug_2021_OP08_000,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,68.7,0.0,85.0,0.0,105.0,"{""P002"": 68.7, ""P005"": 84.142, ""P001"": 2282.522, ""P003"": 20.558}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,313.759,167.315,1052.059,6.413,9.964,bosch_real_fault,CMP-2021-1050
108,SPN-SR-001,3,SERIOUS,SPN,Spindle Drive System,128,tool_wear,M02,OP08,M02_Feb_2019_OP08_000,Spindle Load Gradually Increasing — Tool Wear Trend,P002,Spindle Load,%,76.4,0.0,85.0,0.0,105.0,"{""P002"": 76.4, ""P005"": 48.771, ""P001"": 4485.892, ""P003"": 33.218, ""P004"": 2.142}",Complete current cycle then stop. Schedule maintenance within 4 hours.,SPN-MJ-003|SPN-WN-004|TCS-MD-001,335.223,223.394,1063.775,6.148,11.263,bosch_real_fault,CMP-2019-1051
109,VIB-MD-001,4,MODERATE,VIB,Vibration Monitoring,144,tool_wear,M02,OP08,M02_Feb_2019_OP08_001,Crest Factor — Elevated Above Baseline,P063,Vibration Crest Factor,-,3.548,1.0,4.5,0.0,12.0,"{""P063"": 3.548, ""P064"": 3.054, ""P001"": 5565.119, ""P002"": 26.028}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-003|VIB-SR-001,334.144,220.055,1063.429,5.869,11.374,bosch_real_fault,CMP-2019-1052
110,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP08,M02_Feb_2019_OP08_001,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,59.8,0.0,85.0,0.0,105.0,"{""P002"": 59.8, ""P005"": 56.791, ""P001"": 4294.283, ""P003"": 43.403}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,334.144,220.055,1063.429,5.869,11.374,bosch_real_fault,CMP-2019-1052
111,SPN-MJ-003,2,MAJOR,SPN,Spindle Drive System,128,tool_wear,M02,OP08,M02_Feb_2019_OP08_001,Spindle Load Anomaly — Possible Tool Breakage,P002,Spindle Load,%,97.5,0.0,85.0,0.0,105.0,"{""P002"": 97.5, ""P005"": 39.695, ""P001"": 5652.554, ""P003"": 34.9, ""P004"": 1.131}",Stop current operation. Machine must be inspected before resuming production.,CLS-SR-001|SPN-WN-004|TCS-MD-001,334.144,220.055,1063.429,5.869,11.374,bosch_real_fault,CMP-2019-1052
112,SPN-MJ-005,2,MAJOR,SPN,Spindle Drive System,128,spindle_bearing_fault,M02,OP10,M02_Feb_2019_OP10_000,Spindle Drive Thermal Overcurrent,P002,Spindle Load,%,94.9,0.0,85.0,0.0,105.0,"{""P002"": 94.9, ""P003"": 60.858, ""P005"": 114.105, ""P001"": 5552.292, ""P004"": 0.862}",Stop current operation. Machine must be inspected before resuming production.,SPN-CR-002|THM-MD-001|SPN-MJ-001,435.129,239.41,1133.177,5.005,7.947,bosch_real_fault,CMP-2019-1053
113,VIB-MN-001,5,MINOR,VIB,Vibration Monitoring,144,tool_wear,M02,OP10,M02_Feb_2019_OP10_001,Kurtosis Index — Rising Trend,P064,Kurtosis Index,-,4.266,2.5,5.0,0.0,25.0,"{""P064"": 4.266, ""P001"": 6105.642, ""P002"": 50.727}",Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,VIB-MD-001|SPN-SR-003,435.258,237.462,1133.114,5.326,7.959,bosch_real_fault,CMP-2019-1054
114,SPN-MJ-002,2,MAJOR,SPN,Spindle Drive System,128,spindle_bearing_fault,M02,OP10,M02_Feb_2019_OP10_001,Spindle Bearing Vibration — Major Threshold Exceeded,P004,Spindle Bearing Vibration,mm/s,9.151,0.0,4.5,0.0,11.2,"{""P004"": 9.151, ""P063"": 3.914, ""P064"": 3.241, ""P001"": 2950.96, ""P002"": 25.693}",Stop current operation. Machine must be inspected before resuming production.,SPN-CR-001|VIB-MN-061|SPN-SR-003,435.258,237.462,1133.114,5.326,7.959,bosch_real_fault,CMP-2019-1054
115,VIB-MJ-001,2,MAJOR,VIB,Vibration Monitoring,144,spindle_bearing_fault,M02,OP10,M02_Feb_2019_OP10_001,Vibration — ISO Zone C — Major Alert,P060,X-Axis Vibration RMS,mm/s,8.603,0.0,4.5,0.0,11.2,"{""P060"": 8.603, ""P061"": 0.57, ""P062"": 0.205, ""P063"": 1.191, ""P001"": 2407.879, ""P002"": 80.248}",Stop current operation. Machine must be inspected before resuming production.,VIB-CR-001|SPN-MJ-002|VIB-SR-001,435.258,237.462,1133.114,5.326,7.959,bosch_real_fault,CMP-2019-1054
116,VIB-MD-001,4,MODERATE,VIB,Vibration Monitoring,144,tool_wear,M02,OP11,M02_Feb_2019_OP11_000,Crest Factor — Elevated Above Baseline,P063,Vibration Crest Factor,-,4.053,1.0,4.5,0.0,12.0,"{""P063"": 4.053, ""P064"": 3.673, ""P001"": 3579.704, ""P002"": 15.671}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-003|VIB-SR-001,318.285,239.166,1061.985,5.702,10.074,bosch_real_fault,CMP-2019-1055
117,SPN-MJ-003,2,MAJOR,SPN,Spindle Drive System,128,tool_wear,M02,OP11,M02_Feb_2019_OP11_000,Spindle Load Anomaly — Possible Tool Breakage,P002,Spindle Load,%,93.3,0.0,85.0,0.0,105.0,"{""P002"": 93.3, ""P005"": 112.928, ""P001"": 3874.061, ""P003"": 65.216, ""P004"": 1.803}",Stop current operation. Machine must be inspected before resuming production.,CLS-SR-001|SPN-WN-004|TCS-MD-001,318.285,239.166,1061.985,5.702,10.074,bosch_real_fault,CMP-2019-1055
118,SPN-MD-001,4,MODERATE,SPN,Spindle Drive System,128,tool_wear,M02,OP11,M02_Feb_2019_OP11_000,Spindle Load — Elevated Baseline,P002,Spindle Load,%,61.4,0.0,85.0,0.0,105.0,"{""P002"": 61.4, ""P005"": 75.533, ""P001"": 523.512, ""P003"": 28.206}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-001|SPN-WN-004,318.285,239.166,1061.985,5.702,10.074,bosch_real_fault,CMP-2019-1055
119,SPN-WN-004,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP11,M02_Feb_2019_OP11_001,Spindle Load Variance — Increased Part-to-Part Variation,P002,Spindle Load,%,46.0,0.0,85.0,0.0,105.0,"{""P002"": 46.0, ""P001"": 6139.103, ""P003"": 53.347}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|CLS-WN-001,314.971,241.289,1061.144,5.705,10.259,bosch_real_fault,CMP-2019-1056
120,SPN-MJ-003,2,MAJOR,SPN,Spindle Drive System,128,tool_wear,M02,OP11,M02_Feb_2019_OP11_001,Spindle Load Anomaly — Possible Tool Breakage,P002,Spindle Load,%,97.7,0.0,85.0,0.0,105.0,"{""P002"": 97.7, ""P005"": 27.082, ""P001"": 4228.323, ""P003"": 44.778, ""P004"": 1.992}",Stop current operation. Machine must be inspected before resuming production.,CLS-SR-001|SPN-WN-004|TCS-MD-001,314.971,241.289,1061.144,5.705,10.259,bosch_real_fault,CMP-2019-1056
121,SPN-SR-001,3,SERIOUS,SPN,Spindle Drive System,128,tool_wear,M02,OP11,M02_Feb_2019_OP11_001,Spindle Load Gradually Increasing — Tool Wear Trend,P002,Spindle Load,%,86.9,0.0,85.0,0.0,105.0,"{""P002"": 86.9, ""P005"": 118.804, ""P001"": 2512.504, ""P003"": 54.157, ""P004"": 2.743}",Complete current cycle then stop. Schedule maintenance within 4 hours.,SPN-MJ-003|SPN-WN-004|TCS-MD-001,314.971,241.289,1061.144,5.705,10.259,bosch_real_fault,CMP-2019-1056
122,AXS-CR-001,1,CRITICAL,AXS,Axis Servo System,130,actuator_fault,M02,OP12,M02_Feb_2019_OP12_000,Axis Following Error — Emergency Stop,P016,Axis Following Error,mm,1.565,0.0,0.05,0.0,2.0,"{""P016"": 1.565, ""P010"": -0.008, ""P011"": -0.005, ""P012"": 0.001, ""P001"": 1336.608, ""P002"": 34.724}",Immediate machine stop. Do not restart without authorised technician inspection.,AXS-MJ-001|AXS-MJ-002|CNC-CR-001,403.212,252.99,1133.266,5.042,8.826,bosch_real_fault,CMP-2019-1057
123,AXS-MJ-001,2,MAJOR,AXS,Axis Servo System,130,actuator_fault,M02,OP12,M02_Feb_2019_OP12_000,Axis Following Error — Major Limit,P016,Axis Following Error,mm,1.233,0.0,0.05,0.0,2.0,"{""P016"": 1.233, ""P010"": -0.001, ""P011"": -0.009, ""P012"": -0.004, ""P001"": 2333.475, ""P002"": 73.067}",Stop current operation. Machine must be inspected before resuming production.,AXS-CR-001|AXS-SR-001|LUB-MD-001,403.212,252.99,1133.266,5.042,8.826,bosch_real_fault,CMP-2019-1057
124,LUB-CR-001,1,CRITICAL,LUB,Lubrication System,136,actuator_fault,M02,OP12,M02_Feb_2019_OP12_000,Lubrication System Failure — Machine Stopped,P040,Lubrication Oil Pressure,bar,5.581,2.0,4.5,0.5,6.0,"{""P040"": 5.581, ""P041"": 42.507, ""P001"": 2189.982, ""P002"": 67.256}",Immediate machine stop. Do not restart without authorised technician inspection.,LUB-MJ-001|AXS-SR-002|LUB-SR-001,403.212,252.99,1133.266,5.042,8.826,bosch_real_fault,CMP-2019-1057
125,LUB-CR-001,1,CRITICAL,LUB,Lubrication System,136,actuator_fault,M02,OP12,M02_Feb_2019_OP12_001,Lubrication System Failure — Machine Stopped,P040,Lubrication Oil Pressure,bar,5.6,2.0,4.5,0.5,6.0,"{""P040"": 5.6, ""P041"": 41.861, ""P001"": 1277.016, ""P002"": 22.579}",Immediate machine stop. Do not restart without authorised technician inspection.,LUB-MJ-001|AXS-SR-002|LUB-SR-001,403.043,251.82,1132.61,5.079,8.835,bosch_real_fault,CMP-2019-1058
126,AXS-MJ-001,2,MAJOR,AXS,Axis Servo System,130,actuator_fault,M02,OP12,M02_Feb_2019_OP12_001,Axis Following Error — Major Limit,P016,Axis Following Error,mm,0.913,0.0,0.05,0.0,2.0,"{""P016"": 0.913, ""P010"": -0.009, ""P011"": 0.006, ""P012"": 0.002, ""P001"": 6611.498, ""P002"": 78.301}",Stop current operation. Machine must be inspected before resuming production.,AXS-CR-001|AXS-SR-001|LUB-MD-001,403.043,251.82,1132.61,5.079,8.835,bosch_real_fault,CMP-2019-1058
127,TCS-CR-001,1,CRITICAL,TCS,Tool Change System,132,actuator_fault,M02,OP12,M02_Feb_2019_OP12_001,ATC Arm Collision — Emergency Stop,P020,Tool Magazine Position,slot,30.8,1.0,30.0,0.0,31.0,"{""P020"": 30.8, ""P021"": 64.374, ""P022"": 4.26, ""P001"": 3279.817, ""P002"": 23.141}",Immediate machine stop. Do not restart without authorised technician inspection.,SPN-CR-003|TCS-MJ-001|HYD-MJ-001,403.043,251.82,1132.61,5.079,8.835,bosch_real_fault,CMP-2019-1058
128,TCS-CR-001,1,CRITICAL,TCS,Tool Change System,132,actuator_fault,M02,OP14,M02_Feb_2019_OP14_000,ATC Arm Collision — Emergency Stop,P020,Tool Magazine Position,slot,30.9,1.0,30.0,0.0,31.0,"{""P020"": 30.9, ""P021"": 72.788, ""P022"": 5.336, ""P001"": 4869.338, ""P002"": 2.199}",Immediate machine stop. Do not restart without authorised technician inspection.,SPN-CR-003|TCS-MJ-001|HYD-MJ-001,492.607,391.791,1309.6,4.35,5.454,bosch_real_fault,CMP-2019-1059
129,LUB-MJ-001,2,MAJOR,LUB,Lubrication System,136,actuator_fault,M02,OP14,M02_Feb_2019_OP14_000,Lubrication Pump — No Flow Confirmation,P040,Lubrication Oil Pressure,bar,5.203,2.0,4.5,0.5,6.0,"{""P040"": 5.203, ""P042"": 1.849, ""P001"": 6898.083, ""P002"": 49.905}",Stop current operation. Machine must be inspected before resuming production.,LUB-CR-001|LUB-SR-001,492.607,391.791,1309.6,4.35,5.454,bosch_real_fault,CMP-2019-1059
130,AXS-CR-001,1,CRITICAL,AXS,Axis Servo System,130,actuator_fault,M02,OP14,M02_Feb_2019_OP14_000,Axis Following Error — Emergency Stop,P016,Axis Following Error,mm,1.427,0.0,0.05,0.0,2.0,"{""P016"": 1.427, ""P010"": 0.005, ""P011"": 0.006, ""P012"": 0.002, ""P001"": 6128.561, ""P002"": 14.891}",Immediate machine stop. Do not restart without authorised technician inspection.,AXS-MJ-001|AXS-MJ-002|CNC-CR-001,492.607,391.791,1309.6,4.35,5.454,bosch_real_fault,CMP-2019-1059
131,LUB-CR-001,1,CRITICAL,LUB,Lubrication System,136,actuator_fault,M02,OP14,M02_Feb_2019_OP14_001,Lubrication System Failure — Machine Stopped,P040,Lubrication Oil Pressure,bar,5.629,2.0,4.5,0.5,6.0,"{""P040"": 5.629, ""P041"": 68.9, ""P001"": 5114.799, ""P002"": 41.797}",Immediate machine stop. Do not restart without authorised technician inspection.,LUB-MJ-001|AXS-SR-002|LUB-SR-001,494.1,389.431,1294.433,4.831,5.472,bosch_real_fault,CMP-2019-1060
132,TCS-CR-001,1,CRITICAL,TCS,Tool Change System,132,actuator_fault,M02,OP14,M02_Feb_2019_OP14_001,ATC Arm Collision — Emergency Stop,P020,Tool Magazine Position,slot,30.7,1.0,30.0,0.0,31.0,"{""P020"": 30.7, ""P021"": 61.959, ""P022"": 4.333, ""P001"": 5394.055, ""P002"": 72.907}",Immediate machine stop. Do not restart without authorised technician inspection.,SPN-CR-003|TCS-MJ-001|HYD-MJ-001,494.1,389.431,1294.433,4.831,5.472,bosch_real_fault,CMP-2019-1060
133,AXS-MJ-002,2,MAJOR,AXS,Axis Servo System,130,actuator_fault,M02,OP14,M02_Feb_2019_OP14_001,Servo Drive Thermal Warning — Overtemperature,P013,X-Axis Servo Current,A,21.493,0.0,18.0,0.0,25.0,"{""P013"": 21.493, ""P014"": 12.486, ""P015"": 6.341, ""P017"": 67.26, ""P001"": 6527.172, ""P002"": 46.758}",Stop current operation. Machine must be inspected before resuming production.,THM-MD-001|AXS-CR-002|ELC-MJ-001,494.1,389.431,1294.433,4.831,5.472,bosch_real_fault,CMP-2019-1060
134,SPN-SR-001,3,SERIOUS,SPN,Spindle Drive System,128,tool_wear,M03,OP01,M03_Aug_2019_OP01_000,Spindle Load Gradually Increasing — Tool Wear Trend,P002,Spindle Load,%,76.5,0.0,85.0,0.0,105.0,"{""P002"": 76.5, ""P005"": 13.911, ""P001"": 6203.129, ""P003"": 67.57, ""P004"": 3.712}",Complete current cycle then stop. Schedule maintenance within 4 hours.,SPN-MJ-003|SPN-WN-004|TCS-MD-001,483.024,194.09,1055.448,4.122,5.581,bosch_real_fault,CMP-2019-1061
135,SPN-WN-001,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M03,OP01,M03_Aug_2019_OP01_000,Spindle Load — Tool Life 80% Consumed,P002,Spindle Load,%,42.5,0.0,85.0,0.0,105.0,"{""P002"": 42.5, ""P001"": 6968.003, ""P003"": 45.409}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|TCS-MD-001,483.024,194.09,1055.448,4.122,5.581,bosch_real_fault,CMP-2019-1061
136,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M03,OP01,M03_Feb_2021_OP01_000,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,57.9,0.0,85.0,0.0,105.0,"{""P002"": 57.9, ""P005"": 74.716, ""P001"": 4038.096, ""P003"": 44.312}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,489.361,211.668,1061.12,6.541,6.558,bosch_real_fault,CMP-2021-1062
137,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M03,OP02,M03_Feb_2021_OP02_000,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,50.4,0.0,85.0,0.0,105.0,"{""P002"": 50.4, ""P005"": 15.722, ""P001"": 2375.43, ""P003"": 68.447}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,482.006,613.328,1066.54,6.99,7.543,bosch_real_fault,CMP-2021-1063
138,SPN-MJ-001,2,MAJOR,SPN,Spindle Drive System,128,spindle_bearing_fault,M03,OP04,M03_Aug_2019_OP04_000,Spindle Motor Overtemperature,P003,Spindle Motor Temperature,°C,88.839,20.0,75.0,0.0,95.0,"{""P003"": 88.839, ""P001"": 4910.086, ""P002"": 20.34, ""P004"": 0.713, ""P005"": 66.101}",Stop current operation. Machine must be inspected before resuming production.,SPN-CR-002|THM-WN-070|SPN-MN-006,474.079,444.864,1062.073,5.879,5.952,bosch_real_fault,CMP-2019-1064
139,SPN-CR-001,1,CRITICAL,SPN,Spindle Drive System,128,spindle_bearing_fault,M03,OP04,M03_Aug_2019_OP04_000,Spindle Bearing Catastrophic Failure,P001,Spindle Speed,RPM,8430.0,100.0,8000.0,0.0,8500.0,"{""P001"": 8430, ""P003"": 25.127, ""P004"": 4.465, ""P005"": 109.552, ""P002"": 39.223, ""P006"": -0.038}",Immediate machine stop. Do not restart without authorised technician inspection.,SPN-MJ-002|VIB-WN-060|VIB-MN-061,474.079,444.864,1062.073,5.879,5.952,bosch_real_fault,CMP-2019-1064
140,VIB-MN-001,5,MINOR,VIB,Vibration Monitoring,144,tool_wear,M03,OP04,M03_Feb_2021_OP04_000,Kurtosis Index — Rising Trend,P064,Kurtosis Index,-,4.566,2.5,5.0,0.0,25.0,"{""P064"": 4.566, ""P001"": 2405.706, ""P002"": 59.96}",Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,VIB-MD-001|SPN-SR-003,461.236,335.814,1061.327,7.393,7.345,bosch_real_fault,CMP-2021-1065
141,VIB-MD-001,4,MODERATE,VIB,Vibration Monitoring,144,tool_wear,M03,OP07,M03_Aug_2019_OP07_000,Crest Factor — Elevated Above Baseline,P063,Vibration Crest Factor,-,3.706,1.0,4.5,0.0,12.0,"{""P063"": 3.706, ""P064"": 3.878, ""P001"": 3130.33, ""P002"": 78.359}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-003|VIB-SR-001,562.131,293.731,1052.274,4.36,4.62,bosch_real_fault,CMP-2019-1066
142,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M03,OP07,M03_Aug_2019_OP07_000,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,57.6,0.0,85.0,0.0,105.0,"{""P002"": 57.6, ""P005"": 105.519, ""P001"": 6925.813, ""P003"": 35.194}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,562.131,293.731,1052.274,4.36,4.62,bosch_real_fault,CMP-2019-1066
143,SPN-MN-001,5,MINOR,SPN,Spindle Drive System,128,tool_wear,M03,OP07,M03_Aug_2021_OP07_000,Spindle Load — Upper Advisory Threshold,P002,Spindle Load,%,57.6,0.0,85.0,0.0,105.0,"{""P002"": 57.6, ""P001"": 6582.341, ""P003"": 35.556}",Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,SPN-MD-001|SPN-SR-001,479.674,266.427,1051.819,4.98,6.796,bosch_real_fault,CMP-2021-1067
144,SPN-MD-001,4,MODERATE,SPN,Spindle Drive System,128,tool_wear,M03,OP07,M03_Aug_2021_OP07_000,Spindle Load — Elevated Baseline,P002,Spindle Load,%,67.1,0.0,85.0,0.0,105.0,"{""P002"": 67.1, ""P005"": 70.433, ""P001"": 7991.328, ""P003"": 46.93}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-001|SPN-WN-004,479.674,266.427,1051.819,4.98,6.796,bosch_real_fault,CMP-2021-1067
145,VIB-MD-001,4,MODERATE,VIB,Vibration Monitoring,144,tool_wear,M03,OP07,M03_Feb_2021_OP07_000,Crest Factor — Elevated Above Baseline,P063,Vibration Crest Factor,-,4.016,1.0,4.5,0.0,12.0,"{""P063"": 4.016, ""P064"": 3.363, ""P001"": 4460.148, ""P002"": 46.192}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-003|VIB-SR-001,541.775,348.638,1056.54,5.342,5.864,bosch_real_fault,CMP-2021-1068
146,VIB-MJ-001,2,MAJOR,VIB,Vibration Monitoring,144,spindle_bearing_fault,M03,OP10,M03_Aug_2021_OP10_000,Vibration — ISO Zone C — Major Alert,P060,X-Axis Vibration RMS,mm/s,7.559,0.0,4.5,0.0,11.2,"{""P060"": 7.559, ""P061"": 3.139, ""P062"": 2.573, ""P063"": 1.817, ""P001"": 6226.801, ""P002"": 3.71}",Stop current operation. Machine must be inspected before resuming production.,VIB-CR-001|SPN-MJ-002|VIB-SR-001,452.787,235.801,1044.512,5.833,8.742,bosch_real_fault,CMP-2021-1069
147,VIB-SR-001,3,SERIOUS,VIB,Vibration Monitoring,144,chatter_vibration,M03,OP10,M03_Aug_2021_OP10_000,Vibration — ISO Zone B Upper — Elevated,P060,X-Axis Vibration RMS,mm/s,4.495,0.0,4.5,0.0,11.2,"{""P060"": 4.495, ""P061"": 3.174, ""P062"": 3.651, ""P001"": 3150.022, ""P002"": 56.414}",Complete current cycle then stop. Schedule maintenance within 4 hours.,VIB-MJ-001|SPN-SR-003|AXS-SR-001,452.787,235.801,1044.512,5.833,8.742,bosch_real_fault,CMP-2021-1069
148,AXS-NC-001,7,NOTICE,AXS,Axis Servo System,130,process_anomaly,M02,OP01,M02_OP01_inst0148,Axis Position — Reference Established,P010,X-Axis Position Error,mm,-0.007,-0.01,0.01,-0.5,0.5,"{""P010"": -0.007, ""P011"": 0.009, ""P012"": -0.003, ""P001"": 892.88, ""P002"": 71.828}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
149,SPN-AD-001,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M03,OP07,M03_OP07_inst0149,Spindle Running at Reduced Speed — Override Active,P001,Spindle Speed,RPM,938.0,100.0,8000.0,0.0,8500.0,"{""P001"": 938, ""P083"": 17.299, ""P002"": 74.029, ""P003"": 73.348}",Performance advisory only. No maintenance action required.,SPN-MD-002,,,,,,synthetic_normal,
150,SPN-NC-001,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M02,OP14,M02_OP14_inst0150,Spindle Speed Program Limit Active,P001,Spindle Speed,RPM,3952.0,100.0,8000.0,0.0,8500.0,"{""P001"": 3952, ""P002"": 28.778, ""P003"": 58.099, ""P004"": 2.924}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
151,VIB-NC-001,7,NOTICE,VIB,Vibration Monitoring,144,process_anomaly,M03,OP14,M03_OP14_inst0151,Crest Factor — Within Normal Band,P063,Vibration Crest Factor,-,2.097,1.0,4.5,0.0,12.0,"{""P063"": 2.097, ""P001"": 7637.703, ""P002"": 53.278}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
152,CNC-AD-001,8,ADVISORY,CNC,CNC Controller,140,process_anomaly,M03,OP01,M03_OP01_inst0152,NC Block Counter,P082,NC Program Block Number,block,34698.0,0.0,99999.0,0.0,99999.0,"{""P082"": 34698, ""P001"": 1954.685, ""P002"": 58.174}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
153,LUB-NC-001,7,NOTICE,LUB,Lubrication System,136,process_anomaly,M01,OP11,M01_OP11_inst0153,Lubrication Cycle Complete,P040,Lubrication Oil Pressure,bar,2.34,2.0,4.5,0.5,6.0,"{""P040"": 2.34, ""P042"": 2.457, ""P001"": 6106.921, ""P002"": 59.831}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
154,SPN-AD-001,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M02,OP02,M02_OP02_inst0154,Spindle Running at Reduced Speed — Override Active,P001,Spindle Speed,RPM,3083.0,100.0,8000.0,0.0,8500.0,"{""P001"": 3083, ""P083"": 108.411, ""P002"": 3.909, ""P003"": 63.788}",Performance advisory only. No maintenance action required.,SPN-MD-002,,,,,,synthetic_normal,
155,LUB-NC-001,7,NOTICE,LUB,Lubrication System,136,process_anomaly,M02,OP04,M02_OP04_inst0155,Lubrication Cycle Complete,P040,Lubrication Oil Pressure,bar,2.681,2.0,4.5,0.5,6.0,"{""P040"": 2.681, ""P042"": 0.988, ""P001"": 3355.209, ""P002"": 57.953}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
156,TCS-WN-001,6,WARNING,TCS,Tool Change System,132,tool_wear,M01,OP02,M01_OP02_inst0156,Next Tool Pre-Call — Long ATC Cycle Expected,P020,Tool Magazine Position,slot,16.3,1.0,30.0,0.0,31.0,"{""P020"": 16.3, ""P001"": 6979.633, ""P002"": 52.675}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
157,CLS-NC-001,7,NOTICE,CLS,Coolant System,134,process_anomaly,M02,OP08,M02_OP08_inst0157,Coolant Temperature Stabilised,P031,Coolant Temperature,°C,18.145,15.0,35.0,5.0,45.0,"{""P031"": 18.145, ""P001"": 3743.084, ""P002"": 21.588}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
158,CLS-AD-001,8,ADVISORY,CLS,Coolant System,134,process_anomaly,M03,OP01,M03_OP01_inst0158,Coolant — Through-Spindle Active,P030,Coolant Flow Rate,L/min,26.489,15.0,40.0,5.0,50.0,"{""P030"": 26.489, ""P001"": 3775.501, ""P002"": 24.449}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
159,AXS-AD-001,8,ADVISORY,AXS,Axis Servo System,130,process_anomaly,M01,OP07,M01_OP07_inst0159,Rapid Override Active,P083,Feed Override,%,57.4,0.0,120.0,0.0,150.0,"{""P083"": 57.4, ""P001"": 7902.448, ""P002"": 25.428}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
160,THM-NC-001,7,NOTICE,THM,Thermal Management,146,process_anomaly,M03,OP04,M03_OP04_inst0160,Thermal Compensation Active,P070,Ambient Temperature,°C,20.655,15.0,35.0,5.0,45.0,"{""P070"": 20.655, ""P003"": 36.617, ""P001"": 7995.051, ""P002"": 72.534}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
161,SPN-AD-001,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M01,OP07,M01_OP07_inst0161,Spindle Running at Reduced Speed — Override Active,P001,Spindle Speed,RPM,2697.0,100.0,8000.0,0.0,8500.0,"{""P001"": 2697, ""P083"": 68.977, ""P002"": 84.379, ""P003"": 36.238}",Performance advisory only. No maintenance action required.,SPN-MD-002,,,,,,synthetic_normal,
162,ELC-AD-001,8,ADVISORY,ELC,Electrical Cabinet,142,process_anomaly,M02,OP01,M02_OP01_inst0162,UPS Battery — Fully Charged,P093,UPS Battery Level,%,86.5,80.0,100.0,20.0,100.0,"{""P093"": 86.5, ""P001"": 5517.816, ""P002"": 63.297}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
163,SPN-WN-004,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M03,OP11,M03_OP11_inst0163,Spindle Load Variance — Increased Part-to-Part Variation,P002,Spindle Load,%,57.3,0.0,85.0,0.0,105.0,"{""P002"": 57.3, ""P001"": 7242.827, ""P003"": 35.741}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|CLS-WN-001,,,,,,synthetic_normal,
