error_code,severity_level,severity_name,severity_color,required_action,max_downtime_min,subsystem_code,subsystem_name,mid,fault_category,title,description,probable_cause,diagnostic_steps,remedy,parameters,related_codes,num_params
AXS-NC-001,7,NOTICE,GREEN,Informational. Parameter approaching limit. Review during next maintenance window.,0,AXS,Axis Servo System,130,process_anomaly,Axis Position — Reference Established,"All axes homed successfully. X={val}, Y={val2}, Z={val3} mm from machine zero. Reference position confirmed.",Normal machine homing cycle complete.,Advisory — no diagnostic required,No action required. Machine ready for operation.,P010 | X-Axis Position Error [mm] | normal: -0.01–0.01 | critical: -0.5–0.5 || P011 | Y-Axis Position Error [mm] | normal: -0.01–0.01 | critical: -0.5–0.5 || P012 | Z-Axis Position Error [mm] | normal: -0.01–0.01 | critical: -0.5–0.5,,3
AXS-AD-001,8,ADVISORY,WHITE,Performance advisory only. No maintenance action required.,0,AXS,Axis Servo System,130,process_anomaly,Rapid Override Active,Rapid traverse override P083 = {val}%. Axes moving at reduced rapid speed.,Operator or program-set rapid override.,Advisory — no diagnostic required,No action required.,P083 | Feed Override [%] | normal: 0–120 | critical: 0–150,,1
TCS-CR-001,1,CRITICAL,RED,Immediate machine stop. Do not restart without authorised technician inspection.,480,TCS,Tool Change System,132,actuator_fault,ATC Arm Collision — Emergency Stop,ATC arm detected unexpected resistance during swing cycle. Emergency stop activated. Magazine position P020 = slot {val}. Clamp pressure P021 = {val2} bar. Cycle time exceeded at T+{val3}s.,"Tool not seated correctly in spindle, obstructed magazine pocket, or broken ATC arm.",Do not reset until area is clear and inspected | Check spindle bore for retained chip or damaged tool | Inspect ATC arm for physical damage | Verify magazine pocket is clear | Check pneumatic pressure to ATC cylinder,Clear obstruction. Inspect and repair ATC arm if damaged. Re-run ATC cycle in manual step mode.,P020 | Tool Magazine Position [slot] | normal: 1–30 | critical: 0–31 || P021 | Tool Clamp Pressure [bar] | normal: 55–75 | critical: 40–80 || P022 | ATC Arm Cycle Time [s] | normal: 3.5–6.0 | critical: 0–10,SPN-CR-003 | TCS-MJ-001 | HYD-MJ-001,3
TCS-MJ-001,2,MAJOR,ORANGE,Stop current operation. Machine must be inspected before resuming production.,240,TCS,Tool Change System,132,actuator_fault,Tool Clamp Pressure — Below Minimum,"Tool clamp pressure P021 = {val} bar, below minimum safe value (55 bar). Tool change aborted. Risk of tool ejection if machining continues.","Pneumatic supply pressure drop, clamp valve leakage, or draw-bar spring fatigue.",Check pneumatic supply pressure at machine entry | Inspect clamp solenoid valve for leakage | Measure draw-bar pull force with tool pull gauge | Check air service unit filter/regulator,Restore pneumatic pressure. Replace draw-bar spring if pull force <12 kN. Do not machine until clamp pressure verified.,P021 | Tool Clamp Pressure [bar] | normal: 55–75 | critical: 40–80 || P022 | ATC Arm Cycle Time [s] | normal: 3.5–6.0 | critical: 0–10,TCS-CR-001 | HYD-SR-001 | TCS-SR-001,2
TCS-MJ-002,2,MAJOR,ORANGE,Stop current operation. Machine must be inspected before resuming production.,240,TCS,Tool Change System,132,actuator_fault,Tool Length Measurement — Out of Tolerance,In-process tool length measurement via touch probe reports P023 = {val} mm offset from stored value. Tolerance ±0.05 mm. Tool slot {val2}. Risk of dimensional error on workpiece.,"Tool not fully seated, incorrect tool loaded, or tool breakage not detected by P002 load monitor.",Inspect tool in spindle for seating | Verify tool ID matches NC program expectation | Re-measure with tool presetter offline | Check probe calibration,"Re-seat tool and re-measure. If offset confirmed, update tool table and scrap/inspect last part.",P023 | Tool Length Offset Error [mm] | normal: -0.02–0.02 | critical: -2.0–2.0 || P020 | Tool Magazine Position [slot] | normal: 1–30 | critical: 0–31,SPN-MJ-003 | TCS-CR-001,2
TCS-SR-001,3,SERIOUS,YELLOW,Complete current cycle then stop. Schedule maintenance within 4 hours.,120,TCS,Tool Change System,132,actuator_fault,ATC Cycle Time — Degraded,"ATC arm cycle time P022 = {val} s, exceeds nominal {val2} s by >20%. Clamp pressure P021 = {val3} bar.","ATC cylinder seal wear, lubrication degradation, or magazine drive motor wear.",Run 5 consecutive ATC cycles and log P022 | Check ATC lubrication grease condition | Measure air cylinder actuation force | Inspect magazine drive gearbox,"Grease ATC arm pivot. If cycle time continues degrading, replace ATC cylinder seals.",P022 | ATC Arm Cycle Time [s] | normal: 3.5–6.0 | critical: 0–10 || P021 | Tool Clamp Pressure [bar] | normal: 55–75 | critical: 40–80,TCS-MJ-001 | TCS-MD-001,2
TCS-MD-001,4,MODERATE,AMBER,Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,60,TCS,Tool Change System,132,tool_wear,Magazine Tool Count — Inventory Discrepancy,CNC tool table shows {val} tools; magazine sensor count = {val2}. Discrepancy of {val3} tools. Risk of calling empty pocket.,"Tool loaded without updating tool table, or tool removed manually without clearing table entry.",Run magazine inventory check program | Physically verify each occupied pocket vs. tool table | Check for manual tool removal log entries,Reconcile tool table with physical magazine. Clear empty pocket entries.,P020 | Tool Magazine Position [slot] | normal: 1–30 | critical: 0–31,TCS-SR-001 | SPN-WN-001,1
TCS-MN-001,5,MINOR,BLUE,Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,30,TCS,Tool Change System,132,tool_wear,Magazine Pocket — Tool Life Expired,Tool in magazine slot {val} has exceeded 100% of programmed tool life. Tool will not be called by NC program until life counter is reset.,Normal tool life expiry.,Inspect tool before resetting counter | Confirm replacement is in magazine,Replace tool. Reset life counter.,P020 | Tool Magazine Position [slot] | normal: 1–30 | critical: 0–31,SPN-WN-001 | TCS-MD-001,1
TCS-WN-001,6,WARNING,CYAN,Log event. No immediate action required. Review at end of shift.,0,TCS,Tool Change System,132,tool_wear,Next Tool Pre-Call — Long ATC Cycle Expected,"Next tool T{val} is in magazine slot {val2}, requiring full magazine rotation of {val3} positions. ATC pre-call initiated.",Normal magazine logistics based on program sequence.,Advisory — no diagnostic required,No action required.,P020 | Tool Magazine Position [slot] | normal: 1–30 | critical: 0–31,,1
TCS-NC-001,7,NOTICE,GREEN,Informational. Parameter approaching limit. Review during next maintenance window.,0,TCS,Tool Change System,132,process_anomaly,Tool Change Complete,ATC cycle completed successfully. Tool T{val} in spindle. Cycle time P022 = {val2} s. Magazine at position {val3}.,Normal tool change event.,Advisory — no diagnostic required,No action required.,P020 | Tool Magazine Position [slot] | normal: 1–30 | critical: 0–31 || P022 | ATC Arm Cycle Time [s] | normal: 3.5–6.0 | critical: 0–10,,2
TCS-AD-001,8,ADVISORY,WHITE,Performance advisory only. No maintenance action required.,0,TCS,Tool Change System,132,process_anomaly,Magazine Position Update,Magazine indexed to reference position {val} after power-on.,Normal start-up sequence.,Advisory — no diagnostic required,No action required.,P020 | Tool Magazine Position [slot] | normal: 1–30 | critical: 0–31,,1
CLS-CR-001,1,CRITICAL,RED,Immediate machine stop. Do not restart without authorised technician inspection.,480,CLS,Coolant System,134,process_anomaly,Coolant Flow Loss — Emergency Stop,Coolant flow P030 = {val} L/min (below minimum 5 L/min). Coolant tank level P033 = {val2}%. Machine stopped to prevent tool and workpiece thermal damage.,"Coolant pump failure, blocked filter, ruptured hose, or empty tank.",Check coolant tank level physically | Inspect pump operation (audible) | Check coolant supply hose for kinking or rupture | Inspect coolant filter element differential pressure | Verify pump motor circuit breaker,Restore coolant supply. Replace pump if failed. Do not restart machining until minimum flow P030 >15 L/min confirmed.,P030 | Coolant Flow Rate [L/min] | normal: 15–40 | critical: 5–50 || P033 | Coolant Tank Level [%] | normal: 20–100 | critical: 5–100,CLS-MJ-001 | SPN-MJ-003 | CLS-SR-001,2
CLS-MJ-001,2,MAJOR,ORANGE,Stop current operation. Machine must be inspected before resuming production.,240,CLS,Coolant System,134,process_anomaly,Coolant Overtemperature,"Coolant temperature P031 = {val} °C, above major threshold (40 °C). Flow rate P030 = {val2} L/min. Thermal control of cutting zone compromised.","Chiller unit failure, high ambient temperature, excessive heat load from cutting, or inadequate coolant tank volume.",Check chiller unit operation | Verify coolant tank volume is adequate | Inspect heat exchanger for fouling | Reduce cutting parameters to lower heat generation,Restore chiller operation. Clean heat exchanger. Allow coolant to cool before resuming heavy cuts.,P031 | Coolant Temperature [°C] | normal: 15–35 | critical: 5–45 || P030 | Coolant Flow Rate [L/min] | normal: 15–40 | critical: 5–50,CLS-CR-001 | THM-MD-001,2
CLS-SR-001,3,SERIOUS,YELLOW,Complete current cycle then stop. Schedule maintenance within 4 hours.,120,CLS,Coolant System,134,process_anomaly,Coolant Pressure — Low,"Coolant pressure P032 = {val} bar, below lower advisory limit (4 bar). Flow rate P030 = {val2} L/min. Coolant-through-spindle delivery may be insufficient.","Partially blocked filter, partially closed isolation valve, or pump cavitation from low tank level.",Check filter differential pressure gauge | Verify all isolation valves open | Check tank level P033 | Listen for pump cavitation (irregular noise),Replace coolant filter. Refill tank. Re-prime pump.,P032 | Coolant Pressure [bar] | normal: 4–8 | critical: 1–12 || P030 | Coolant Flow Rate [L/min] | normal: 15–40 | critical: 5–50,CLS-MJ-001 | CLS-CR-001 | CLS-MD-001,2
CLS-MD-001,4,MODERATE,AMBER,Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,60,CLS,Coolant System,134,process_anomaly,Coolant Tank Level — Low,Coolant tank level P033 = {val}%. Below recommended operating level (25%). Machine will halt at 5%.,"Coolant consumption exceeds refill rate, or evaporation/drag-out.",Check refractometer for coolant concentration | Inspect for leaks | Review coolant consumption log,Top up coolant tank. Check concentration and adjust. Investigate consumption rate if elevated.,P033 | Coolant Tank Level [%] | normal: 20–100 | critical: 5–100,CLS-CR-001 | CLS-WN-001,1
CLS-MN-001,5,MINOR,BLUE,Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,30,CLS,Coolant System,134,process_anomaly,Coolant Flow — Minor Deviation,"Coolant flow P030 = {val} L/min, {val2}% below setpoint. Temperature P031 = {val3} °C. No immediate machining impact.",Minor filter restriction or nozzle partial blockage.,Inspect coolant nozzles for chip blockage | Check filter condition,Clean nozzles. Schedule filter inspection at shift end.,P030 | Coolant Flow Rate [L/min] | normal: 15–40 | critical: 5–50 || P031 | Coolant Temperature [°C] | normal: 15–35 | critical: 5–45,CLS-SR-001 | CLS-MD-001,2
CLS-WN-001,6,WARNING,CYAN,Log event. No immediate action required. Review at end of shift.,0,CLS,Coolant System,134,process_anomaly,Coolant Tank — Refill Reminder,Coolant tank level P033 = {val}%. Refill recommended within {val2} hours based on consumption rate.,Normal coolant consumption.,Advisory — no diagnostic required,Add coolant mix at correct concentration (check refractometer).,P033 | Coolant Tank Level [%] | normal: 20–100 | critical: 5–100,CLS-MD-001,1
CLS-NC-001,7,NOTICE,GREEN,Informational. Parameter approaching limit. Review during next maintenance window.,0,CLS,Coolant System,134,process_anomaly,Coolant Temperature Stabilised,Coolant temperature P031 = {val} °C. Within optimal range. Thermal equilibrium reached after {val2} minutes warm-up.,Normal start-up thermal stabilisation.,Advisory — no diagnostic required,No action required. Machine ready for production.,P031 | Coolant Temperature [°C] | normal: 15–35 | critical: 5–45,,1
CLS-AD-001,8,ADVISORY,WHITE,Performance advisory only. No maintenance action required.,0,CLS,Coolant System,134,process_anomaly,Coolant — Through-Spindle Active,Through-spindle coolant active. Flow P030 = {val} L/min at spindle nose.,NC program M-code activated through-spindle coolant.,Advisory — no diagnostic required,No action required.,P030 | Coolant Flow Rate [L/min] | normal: 15–40 | critical: 5–50,,1
LUB-CR-001,1,CRITICAL,RED,Immediate machine stop. Do not restart without authorised technician inspection.,480,LUB,Lubrication System,136,actuator_fault,Lubrication System Failure — Machine Stopped,Lubrication oil pressure P040 = {val} bar (below critical minimum 0.5 bar). Oil level P041 = {val2}%. Continued operation will cause rapid guide and ball screw wear.,"Lubrication pump failure, empty reservoir, or blocked distributor.",Check oil level in reservoir P041 physically | Listen for pump motor running | Check pump outlet pressure | Inspect progressive distributor piston movement | Check motor circuit breaker in electrical cabinet,"Restore lubrication system. Do not restart machine without verified lube pressure. After restoration, jog all axes 100mm to distribute oil before production.",P040 | Lubrication Oil Pressure [bar] | normal: 2.0–4.5 | critical: 0.5–6.0 || P041 | Lubrication Oil Level [%] | normal: 25–100 | critical: 10–100,LUB-MJ-001 | AXS-SR-002 | LUB-SR-001,2
LUB-MJ-001,2,MAJOR,ORANGE,Stop current operation. Machine must be inspected before resuming production.,240,LUB,Lubrication System,136,actuator_fault,Lubrication Pump — No Flow Confirmation,Lubrication pump current P042 = {val} A (pump running) but flow switch did not confirm delivery within {val2} s. P040 = {val3} bar.,"Blocked oil distributor, closed isolation valve, or internal pump bypass.",Check oil inlet strainer | Inspect distributor output at each lube point | Verify isolation valve position | Check for air lock in suction line,Clear blockage in distributor. Bleed air from suction. Replace pump if internal bypass confirmed.,P040 | Lubrication Oil Pressure [bar] | normal: 2.0–4.5 | critical: 0.5–6.0 || P042 | Lubrication Pump Current [A] | normal: 0.5–2.5 | critical: 0–4.0,LUB-CR-001 | LUB-SR-001,2
LUB-SR-001,3,SERIOUS,YELLOW,Complete current cycle then stop. Schedule maintenance within 4 hours.,120,LUB,Lubrication System,136,actuator_fault,Lubrication Oil Level — Low,Lubrication oil reservoir level P041 = {val}%. Below recommended level (25%). Lube interval may be affected. Machine will stop at 10%.,Normal oil consumption or minor leak.,Check for oil leaks at guide covers | Verify lube cycle interval setting | Check oil type matches specification,Top up reservoir with correct oil grade. Inspect for leaks.,P041 | Lubrication Oil Level [%] | normal: 25–100 | critical: 10–100,LUB-CR-001 | LUB-MD-001,1
LUB-MD-001,4,MODERATE,AMBER,Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,60,LUB,Lubrication System,136,actuator_fault,Lubrication Pressure — Marginal,Lubrication delivery pressure P040 = {val} bar. Marginally above critical but {val2}% below nominal. Pump current P042 = {val3} A.,"Partially blocked strainer, slightly worn pump, or increased line restriction.",Clean inlet strainer | Check pump discharge pressure with calibrated gauge | Inspect distributor for sticking piston,"Clean strainer. If pump discharge confirmed low, plan pump replacement at next maintenance.",P040 | Lubrication Oil Pressure [bar] | normal: 2.0–4.5 | critical: 0.5–6.0 || P042 | Lubrication Pump Current [A] | normal: 0.5–2.5 | critical: 0–4.0,LUB-SR-001 | LUB-MJ-001,2
LUB-MN-001,5,MINOR,BLUE,Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,30,LUB,Lubrication System,136,process_anomaly,Lubrication Pump Current — Elevated,"Pump current P042 = {val} A, {val2}% above baseline. Pump running but increased load detected.","Increased oil viscosity (cold start), partial line restriction.",Check oil temperature | Confirm oil grade matches viscosity specification,Allow machine to warm up. Monitor for 30 minutes.,P042 | Lubrication Pump Current [A] | normal: 0.5–2.5 | critical: 0–4.0,LUB-MD-001,1
LUB-WN-001,6,WARNING,CYAN,Log event. No immediate action required. Review at end of shift.,0,LUB,Lubrication System,136,process_anomaly,Lubrication — Scheduled Interval Due,Lubrication cycle interval counter has reached {val} hours since last full service. Lube point inspection recommended.,Normal maintenance interval.,Inspect all lube points for oil film | Check distribution block operation,Perform lubrication inspection per maintenance checklist MAINT-LUB-001.,P041 | Lubrication Oil Level [%] | normal: 25–100 | critical: 10–100,LUB-SR-001,1
LUB-NC-001,7,NOTICE,GREEN,Informational. Parameter approaching limit. Review during next maintenance window.,0,LUB,Lubrication System,136,process_anomaly,Lubrication Cycle Complete,Scheduled lubrication cycle delivered. P040 = {val} bar confirmed. Pump current P042 = {val2} A. Next cycle in {val3} min.,Normal automatic lubrication cycle.,Advisory — no diagnostic required,No action required.,P040 | Lubrication Oil Pressure [bar] | normal: 2.0–4.5 | critical: 0.5–6.0 || P042 | Lubrication Pump Current [A] | normal: 0.5–2.5 | critical: 0–4.0,,2
LUB-AD-001,8,ADVISORY,WHITE,Performance advisory only. No maintenance action required.,0,LUB,Lubrication System,136,process_anomaly,Lubrication Oil Level — Nominal,Oil level P041 = {val}%. Lubrication system operating normally.,Status advisory.,Advisory — no diagnostic required,No action required.,P041 | Lubrication Oil Level [%] | normal: 25–100 | critical: 10–100,,1
VIB-CR-001,1,CRITICAL,RED,Immediate machine stop. Do not restart without authorised technician inspection.,480,VIB,Vibration Monitoring,144,spindle_bearing_fault,Vibration — ISO Zone D — Machine Stop,"Vibration RMS exceeds ISO 10816-3 Zone D limit (11.2 mm/s). X={val}, Y={val2}, Z={val3} mm/s. Crest factor P063={val4}. Kurtosis P064={val5}. Machine stopped.","Catastrophic bearing failure, tool breakage, workpiece ejection, or structure loosening.",Do not restart until vibration source identified | Check spindle for mechanical damage | Inspect machine bed levelling | Verify workpiece is still clamped | Check foundation bolts,Identify and repair vibration source before restart. Full machine inspection required.,P060 | X-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2 || P061 | Y-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2 || P062 | Z-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2 || P063 | Vibration Crest Factor [-] | normal: 1.0–4.5 | critical: 0–12.0 || P064 | Kurtosis Index [-] | normal: 2.5–5.0 | critical: 0–25.0,SPN-CR-001 | AXS-CR-001 | VIB-MJ-001,5
VIB-MJ-001,2,MAJOR,ORANGE,Stop current operation. Machine must be inspected before resuming production.,240,VIB,Vibration Monitoring,144,spindle_bearing_fault,Vibration — ISO Zone C — Major Alert,"Vibration RMS has entered ISO Zone C (7.1–11.2 mm/s). X={val}, Y={val2}, Z={val3} mm/s. Crest P063={val4}. Long-term operation at this level will cause bearing damage.","Advanced tool wear, bearing defect, or machine structural loosening.",Perform spectral analysis if portable analyser available | Inspect tool immediately | Check machine foundation | Review trending from last 48 hours,Reduce cutting parameters. Schedule maintenance within 4 hours.,P060 | X-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2 || P061 | Y-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2 || P062 | Z-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2 || P063 | Vibration Crest Factor [-] | normal: 1.0–4.5 | critical: 0–12.0,VIB-CR-001 | SPN-MJ-002 | VIB-SR-001,4
VIB-SR-001,3,SERIOUS,YELLOW,Complete current cycle then stop. Schedule maintenance within 4 hours.,120,VIB,Vibration Monitoring,144,chatter_vibration,Vibration — ISO Zone B Upper — Elevated,Vibration RMS = {val} mm/s on {val2}-axis. At upper boundary of ISO Zone B (4.5–7.1 mm/s). Acceptable for limited operation but not long-term.,"Moderate tool wear, fixture loosening, or minor bearing degradation.",Inspect tool condition | Check fixture clamping | Review spindle speed vs stability lobe | Measure bearing temperature,Inspect and replace tool. Re-verify fixture. Monitor for further increase.,P060 | X-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2 || P061 | Y-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2 || P062 | Z-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2,VIB-MJ-001 | SPN-SR-003 | AXS-SR-001,3
VIB-MD-001,4,MODERATE,AMBER,Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,60,VIB,Vibration Monitoring,144,tool_wear,Crest Factor — Elevated Above Baseline,Vibration crest factor P063 = {val} on spindle sensor. Kurtosis P064 = {val2}. Both elevated vs. 30-day baseline. Pattern may indicate early bearing defect or tool imbalance.,"Incipient bearing defect, tool imbalance, or minor structural change.",Compare to historical baseline for same operation | Inspect tool holder for contamination in taper | Check tool balance if >12000 RPM operation,Log and monitor daily. Inspect tool holder taper. Plan bearing inspection at next opportunity.,P063 | Vibration Crest Factor [-] | normal: 1.0–4.5 | critical: 0–12.0 || P064 | Kurtosis Index [-] | normal: 2.5–5.0 | critical: 0–25.0,SPN-SR-003 | VIB-SR-001,2
VIB-MN-001,5,MINOR,BLUE,Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,30,VIB,Vibration Monitoring,144,tool_wear,Kurtosis Index — Rising Trend,Kurtosis index P064 = {val}. Trending upward over last 14 days: +{val2}% per week. Currently in early-warning zone (5.0–8.0).,Early-stage bearing defect initiation or accumulating surface fatigue.,Enable high-frequency logging on spindle vibration | Review full spectrum for defect frequencies,Schedule detailed inspection at next planned downtime. Continue monitoring.,P064 | Kurtosis Index [-] | normal: 2.5–5.0 | critical: 0–25.0,VIB-MD-001 | SPN-SR-003,1
VIB-WN-001,6,WARNING,CYAN,Log event. No immediate action required. Review at end of shift.,0,VIB,Vibration Monitoring,144,process_anomaly,Vibration — Normal Operating Range,"All axes within ISO Zone A (<2.3 mm/s). X={val}, Y={val2}, Z={val3} mm/s. Machine operating in optimal vibration envelope.",Status notification.,Advisory — no diagnostic required,No action required.,P060 | X-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2 || P061 | Y-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2 || P062 | Z-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2,,3
VIB-NC-001,7,NOTICE,GREEN,Informational. Parameter approaching limit. Review during next maintenance window.,0,VIB,Vibration Monitoring,144,process_anomaly,Crest Factor — Within Normal Band,Vibration crest factor P063 = {val}. Within normal operating band (1.0–4.5). No bearing defect signature detected.,Status notification.,Advisory — no diagnostic required,No action required.,P063 | Vibration Crest Factor [-] | normal: 1.0–4.5 | critical: 0–12.0,,1
VIB-AD-001,8,ADVISORY,WHITE,Performance advisory only. No maintenance action required.,0,VIB,Vibration Monitoring,144,process_anomaly,Vibration Baseline Update,"Vibration baseline recalculated from last 30-day dataset. New baseline: X={val}, Y={val2}, Z={val3} mm/s.",Automatic monthly baseline update.,Advisory — no diagnostic required,No action required.,P060 | X-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2 || P061 | Y-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2 || P062 | Z-Axis Vibration RMS [mm/s] | normal: 0–4.5 | critical: 0–11.2,,3
ELC-CR-001,1,CRITICAL,RED,Immediate machine stop. Do not restart without authorised technician inspection.,480,ELC,Electrical Cabinet,142,actuator_fault,DC Bus Undervoltage — All Drives Disabled,"DC bus voltage P090 = {val} V, below minimum {val2} V. All servo and spindle drives disabled. Main supply P091 = {val3} V.","Main supply phase loss, incoming fuse blown, or DC bus capacitor failure.",Check main incoming supply voltage at isolator | Measure all three phases for balance | Inspect main fuses and circuit breakers | Check DC bus capacitor bank for bulging,Restore supply. Replace fuse if blown. Capacitor replacement requires qualified electrician.,P090 | DC Bus Voltage [V] | normal: 560–620 | critical: 480–680 || P091 | Main Supply Voltage [V] | normal: 380–420 | critical: 340–440,AXS-CR-002 | SPN-CR-002 | ELC-MJ-001,2
ELC-MJ-001,2,MAJOR,ORANGE,Stop current operation. Machine must be inspected before resuming production.,240,ELC,Electrical Cabinet,142,actuator_fault,Supply Voltage — Out of Tolerance,Main supply voltage P091 = {val} V. Outside ±10% tolerance band ({val2}–{val3} V). DC bus P090 = {val4} V.,"Site power quality issue, undersized transformer, or high demand on shared bus.",Measure voltage at main incoming terminal | Check transformer tap setting | Contact facility electrical team | Log time of occurrence vs. site load profile,Notify facility maintenance. Install line conditioner if recurring.,P091 | Main Supply Voltage [V] | normal: 380–420 | critical: 340–440 || P090 | DC Bus Voltage [V] | normal: 560–620 | critical: 480–680,ELC-CR-001 | ELC-SR-001,2
ELC-SR-001,3,SERIOUS,YELLOW,Complete current cycle then stop. Schedule maintenance within 4 hours.,120,ELC,Electrical Cabinet,142,actuator_fault,Ground Leakage — Elevated,"Ground leakage current P092 = {val} mA, above advisory threshold (10 mA). Risk of nuisance RCD tripping.","Degraded motor winding insulation, cable damage, or moisture ingress.",Perform insulation resistance test on all motor cables | Inspect cable entry points for moisture | Check RCD rating vs measured leakage,Locate and repair insulation fault. Replace damaged cables.,P092 | Ground Leakage Current [mA] | normal: 0–10 | critical: 0–30,ELC-MJ-001 | ELC-MD-001,1
ELC-MD-001,4,MODERATE,AMBER,Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,60,ELC,Electrical Cabinet,142,process_anomaly,UPS Battery — Low Charge,UPS battery level P093 = {val}%. Battery backup time estimated {val2} minutes. CNC memory protection duration may be insufficient for extended power outage.,"Battery aging, recent extended power interruption, or battery charger fault.",Check UPS charger LED status | Measure battery float voltage | Check battery age against replacement schedule (typically 3–5 years),"Recharge UPS. If charge does not recover to >80% within 24h, replace battery.",P093 | UPS Battery Level [%] | normal: 80–100 | critical: 20–100,ELC-CR-001 | ELC-MN-001,1
ELC-MN-001,5,MINOR,BLUE,Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,30,ELC,Electrical Cabinet,142,process_anomaly,Electrical Cabinet Temperature — Elevated,Cabinet temperature P071 = {val} °C. Above minor threshold (40 °C) but below major (55 °C).,"Cabinet fan partial failure, clogged filter, or high ambient temperature.",Check cabinet fan operation | Clean filter mats | Verify cabinet door seals,Clean filters. Monitor for increase.,P071 | Electrical Cabinet Temp [°C] | normal: 20–45 | critical: 10–60,THM-MD-001 | ELC-MJ-001,1
ELC-WN-001,6,WARNING,CYAN,Log event. No immediate action required. Review at end of shift.,0,ELC,Electrical Cabinet,142,process_anomaly,DC Bus — Minor Voltage Ripple Detected,DC bus voltage P090 shows increased ripple: peak-to-peak = {val} V (limit 15 V). Mean voltage {val2} V within spec.,Aging DC bus capacitors or increased regenerative energy.,Measure capacitance of DC bus capacitors | Check for excessive regenerative braking events,Monitor. Plan capacitor inspection at next scheduled maintenance.,P090 | DC Bus Voltage [V] | normal: 560–620 | critical: 480–680,ELC-CR-001 | ELC-MD-001,1
ELC-NC-001,7,NOTICE,GREEN,Informational. Parameter approaching limit. Review during next maintenance window.,0,ELC,Electrical Cabinet,142,process_anomaly,Power-On Self-Test — Passed,"All electrical systems passed POST. DC bus P090={val}V, supply P091={val2}V. System ready.",Normal start-up sequence.,Advisory — no diagnostic required,No action required.,P090 | DC Bus Voltage [V] | normal: 560–620 | critical: 480–680 || P091 | Main Supply Voltage [V] | normal: 380–420 | critical: 340–440,,2
ELC-AD-001,8,ADVISORY,WHITE,Performance advisory only. No maintenance action required.,0,ELC,Electrical Cabinet,142,process_anomaly,UPS Battery — Fully Charged,UPS battery at {val}% capacity. Backup time: {val2} minutes.,Status advisory.,Advisory — no diagnostic required,No action required.,P093 | UPS Battery Level [%] | normal: 80–100 | critical: 20–100,,1
THM-CR-001,1,CRITICAL,RED,Immediate machine stop. Do not restart without authorised technician inspection.,480,THM,Thermal Management,146,process_anomaly,Multi-Zone Overtemperature — Emergency Stop,"Multiple thermal zones simultaneously over critical threshold. Spindle P003={val}°C, servo P017={val2}°C, cabinet P071={val3}°C, motor P072={val4}°C. Machine stopped.","Chiller failure, blocked ventilation, or ambient temperature event.",Check ambient temperature in machine area | Verify all cooling fans active | Check chiller unit | Inspect all air filters,Restore cooling. Do not restart until all zones below 70% of critical threshold.,P003 | Spindle Motor Temperature [°C] | normal: 20–75 | critical: 0–95 || P017 | Servo Drive Temperature [°C] | normal: 20–70 | critical: 0–90 || P071 | Electrical Cabinet Temp [°C] | normal: 20–45 | critical: 10–60 || P072 | Feed Drive Motor Temp [°C] | normal: 20–72 | critical: 0–90,SPN-MJ-001 | AXS-MJ-002 | ELC-MN-001 | CLS-MJ-001,4
